Country,Age group,Gender,Role,AI usage frequency,Tasks to automate ,Tasks needing human oversight,AI makes routine tasks easier (1–5),Comfort with AI low-risk decisions (1–5),Worry about AI making sensitive decisions (1–5),Human judgment essential for creative tasks (1–5),Trust AI to act responsibly (1–5),What makes a task suitable for automation?,What makes a task unsuitable for automation?,Ever felt uncomfortable with AI?,What increases trust?,Country: general feeling about AI,AI reduces job opportunities?,Balance of human vs AI,One rule for AI
United Kingdom,26–60,Prefer not to say,Working Professional,Daily,Repetitive & Routine Tasks,Hiring & Career Decisions,4,4,2,5,4,Data-heavy tasks,Requires deep context about a person's life,Yes,Familiarity and training,Curious but worried,No,Human final approval required,Be transparent
Other,26–60,Female,Working Professional,Weekly,Data & Analysis,Other,4,3,4,2,5,Clear rule-based tasks,Creative judgment,Yes,Accuracy and reliability of results,Mixed,Not sure,Shared control,Protect privacy
Bangladesh,26–60,Female,Working Professional,Occasionally,Repetitive & Routine Tasks,Medical & Health Decisions,5,4,4,5,3,"Tasks requiring no emotion or creativity, Time-consuming administrative work",Requires empathy or emotional understanding,Yes,Human oversight or approval options,Positive,No,AI handles small tasks only,Protect privacy
Other,Under 18,Prefer not to say,Working Professional,Daily,Study & Learning Support,Safety‑Critical Decisions,4,5,3,3,5,Data-driven or analytical tasks,Needs creativity or intuition,No,Familiarity and training,Mixed,Yes,AI handles small tasks only,Do not collect unnecessary personal data
Russia,18–25,Female,Working Professional,Occasionally,Creative / Design (Low‑risk),Ethical & Human Rights,5,3,1,4,3,Data-driven or analytical tasks,Involves sensitive/personal information,No,Clear explanations,Mixed,Not sure,Both integration,Do not hallucinate
Australia,18–25,Male,Working Professional,Weekly,Repetitive & Routine Tasks,Medical & Health Decisions,3,1,5,2,2,"Low-risk tasks, Clear rule-based tasks",Has high risk or safety consequences,No,Legal or ethical guidelines,Ambivalent,Yes,AI handles small tasks only,Do not decide personal matters
United Kingdom,26–60,Prefer not to say,Working Professional,Occasionally,Repetitive & Routine Tasks,Hiring & Career Decisions,1,5,3,5,5,Low-risk tasks,Creative judgment,Yes,Accuracy and reliability of results,Curious but worried,Not sure,Shared control,Do not decide personal matters
Other,18–25,Prefer not to say,Student,Daily,Repetitive & Routine Tasks,Emotional & Personal Matters,5,3,4,4,4,"Time-consuming administrative work, Tasks requiring no emotion or creativity",Needs cultural understanding,Yes,Legal or ethical guidelines,Ambivalent,Yes,Human supervision always,Do not hallucinate
Australia,18–25,Male,Student,Weekly,Repetitive & Routine Tasks,Legal & Policy Decisions,5,3,4,1,4,Low-risk tasks,High-risk tasks,No,Clear explanations,Positive,Not sure,AI handles small tasks only,Do not decide personal matters
Other,18–25,Female,Working Professional,Occasionally,Study & Learning Support,Other,3,4,5,5,4,Routine or repetitive work,High-risk tasks,Yes,Familiarity and training,Positive,Yes,Human final approval required,Always explain decisions
Russia,26–60,Female,Student,Weekly,Repetitive & Routine Tasks,Emotional & Personal Matters,4,3,5,3,1,Clear rule-based tasks,Creative judgment,No,Accuracy and reliability of results,Not sure,Yes,Assist only when asked,Do not hallucinate
India,26–60,Male,Student,Occasionally,Data & Analysis,Hiring & Career Decisions,4,3,2,2,4,Tasks requiring no emotion or creativity,Needs cultural understanding,Yes,Clear explanations,Not sure,No,Shared control,Do not hallucinate
United Kingdom,Under 18,Male,Working Professional,Daily,Repetitive & Routine Tasks,Legal & Policy Decisions,4,3,3,2,3,Tasks requiring no emotion or creativity,"Requires empathy or emotional understanding, Involves sensitive/personal information",Yes,Familiarity and training,Positive,No,Human final approval required,Never act without human approval on high-risk tasks
Middle Eastern,18–25,Male,Working Professional,Daily,Data & Analysis,Other,5,1,3,3,4,"Data-heavy tasks, Low-risk tasks","High-risk tasks, Creative judgment",No,Transparency (AI explains how it works),Curious but worried,Not sure,Assist only when asked,Do not hallucinate
Russia,18–25,Prefer not to say,Working Professional,Weekly,Study & Learning Support,Medical & Health Decisions,4,3,2,4,2,Repetitive work,Needs cultural understanding,Yes,Legal or ethical guidelines,Negative,No,Human supervision always,Do not decide personal matters
India,26–60,Prefer not to say,Other,Daily,Writing & Documentation,Other,3,4,4,5,2,"Simple calculations and checks, Data-heavy tasks",Creative judgment,Yes,Human oversight or approval options,Negative,Not sure,Shared control,Never act without human approval on high-risk tasks
United Kingdom,18–25,Male,Working Professional,Daily,Study & Learning Support,Medical & Health Decisions,3,3,4,3,3,Data-heavy tasks,Requires deep context about a person's life,Yes,Familiarity and training,Not sure,Yes,Assist only when asked,Do not hallucinate
Middle Eastern,26–60,Male,Working Professional,Daily,Writing & Documentation,Emotional & Personal Matters,3,4,3,4,4,Simple calculations and checks,"Requires deep context about a person's life, High-risk tasks",No,Human oversight or approval options,Curious but worried,Not sure,Shared control,Always explain decisions
Bangladesh,Under 18,Female,Working Professional,Weekly,Study & Learning Support,Other,3,4,1,4,3,"Simple calculations and checks, Clear rule-based tasks",High-risk tasks,Yes,Familiarity and training,Ambivalent,No,Human final approval required,Do not decide personal matters
Middle Eastern,18–25,Male,Student,Daily,Repetitive & Routine Tasks,Hiring & Career Decisions,3,4,2,3,4,Time-consuming administrative work,"Needs creativity or intuition, Involves sensitive/personal information",Yes,Transparency (AI explains how it works),Cautious,No,Both integration,Always explain decisions
USA,Under 18,Female,Other,Daily,Repetitive & Routine Tasks,Other,5,4,5,1,3,Repetitive work,Creative judgment,Yes,Human oversight or approval options,Not sure,No,Shared control,Do not hallucinate
Middle Eastern,Under 18,Female,Working Professional,Daily,Data & Analysis,Medical & Health Decisions,4,4,4,4,3,"Data-heavy tasks, Tasks requiring no emotion or creativity",Needs creativity or intuition,No,Familiarity and training,Not sure,Not sure,Human final approval required,Protect privacy
Other,18–25,Female,Working Professional,Occasionally,Repetitive & Routine Tasks,Legal & Policy Decisions,4,4,4,1,4,Tasks requiring no emotion or creativity,Has high risk or safety consequences,No,Accuracy and reliability of results,Positive,Yes,Shared control,Do not decide personal matters
USA,Under 18,Male,Student,Daily,Study & Learning Support,Hiring & Career Decisions,4,3,1,3,1,Tasks requiring no emotion or creativity,High-risk tasks,Yes,Familiarity and training,Curious but worried,Yes,Assist only when asked,Protect privacy
Other,18–25,Male,Working Professional,Daily,Repetitive & Routine Tasks,Legal & Policy Decisions,4,3,1,3,2,Low-risk tasks,Needs cultural understanding,No,Independent audits and certifications,Not sure,No,Both integration,Do not decide personal matters
United Kingdom,18–25,Female,Working Professional,Occasionally,Study & Learning Support,Emotional & Personal Matters,5,3,4,4,3,Tasks requiring no emotion or creativity,Needs creativity or intuition,Yes,Clear explanations,Not sure,Not sure,Shared control,Never act without human approval on high-risk tasks
India,18–25,Prefer not to say,Student,Daily,Study & Learning Support,Emotional & Personal Matters,3,3,2,3,3,Clear rule-based tasks,Needs cultural understanding,No,Clear explanations,Not sure,Not sure,Human final approval required,Never act without human approval on high-risk tasks
Russia,18–25,Prefer not to say,Working Professional,Daily,Repetitive & Routine Tasks,Medical & Health Decisions,5,4,3,5,5,Clear rule-based tasks,Needs creativity or intuition,No,Legal or ethical guidelines,Not sure,Not sure,Human final approval required,Never act without human approval on high-risk tasks
Other,Under 18,Female,Student,Occasionally,Study & Learning Support,Safety‑Critical Decisions,2,4,4,3,3,Simple calculations and checks,Involves sensitive personal data,No,Transparency (AI explains how it works),Not sure,Not sure,Shared control,Be transparent
United Kingdom,26–60,Male,Working Professional,Daily,Repetitive & Routine Tasks,Hiring & Career Decisions,4,5,2,3,2,Time-consuming administrative work,Needs cultural understanding,Yes,Human oversight or approval options,Mixed,Not sure,Shared control,Always explain decisions
United Kingdom,18–25,Male,Working Professional,Weekly,Repetitive & Routine Tasks,Emotional & Personal Matters,4,5,3,3,3,Data-driven or analytical tasks,Involves sensitive/personal information,No,Transparency (AI explains how it works),Negative,No,Shared control,Do not hallucinate
USA,26–60,Female,Student,Daily,Repetitive & Routine Tasks,Safety‑Critical Decisions,4,4,4,5,3,Repetitive work,Requires empathy or emotional understanding,Yes,Independent audits and certifications,Cautious,Not sure,Human final approval required,Never act without human approval on high-risk tasks
Other,18–25,Male,Student,Daily,Writing & Documentation,Medical & Health Decisions,5,2,1,2,2,Simple calculations and checks,Involves sensitive/personal information,No,Independent audits and certifications,Curious but worried,No,Human final approval required,Do not collect unnecessary personal data
India,18–25,Female,Other,Occasionally,Writing & Documentation,Ethical & Human Rights,4,3,5,3,5,Data-heavy tasks,"Needs cultural understanding, Has high risk or safety consequences",Yes,Independent audits and certifications,Negative,Yes,Human final approval required,Do not decide personal matters
Russia,26–60,Female,Working Professional,Daily,Writing & Documentation,Medical & Health Decisions,5,5,4,1,5,Low-risk tasks,"Has high risk or safety consequences, Requires deep context about a person's life",Yes,Independent audits and certifications,Not sure,Not sure,Both integration,Protect privacy
Middle Eastern,18–25,Female,Student,Weekly,Research & Information,Emotional & Personal Matters,5,1,3,3,5,Repetitive work,Involves sensitive/personal information,No,Clear explanations,Ambivalent,Not sure,AI handles small tasks only,Do not collect unnecessary personal data
United Kingdom,18–25,Female,Working Professional,Weekly,Repetitive & Routine Tasks,Medical & Health Decisions,3,4,4,4,3,"Repetitive work, Low-risk tasks",Involves sensitive personal data,No,Human oversight or approval options,Ambivalent,Yes,Assist only when asked,Do not decide personal matters
Australia,Under 18,Female,Working Professional,Occasionally,Repetitive & Routine Tasks,Medical & Health Decisions,3,3,3,4,2,Low-risk tasks,High-risk tasks,Yes,Transparency (AI explains how it works),Ambivalent,No,Shared control,Do not collect unnecessary personal data
Middle Eastern,Under 18,Prefer not to say,Other,Daily,Repetitive & Routine Tasks,Creative & Value Judgment,3,5,1,5,4,Repetitive work,Has high risk or safety consequences,Yes,Clear explanations,Ambivalent,Yes,Both integration,Always explain decisions
India,18–25,Male,Working Professional,Weekly,Study & Learning Support,Other,3,3,4,2,4,Data-driven or analytical tasks,Requires empathy or emotional understanding,No,Human oversight or approval options,Curious but worried,Not sure,Human final approval required,Do not hallucinate
United Kingdom,18–25,Female,Student,Daily,Study & Learning Support,Hiring & Career Decisions,4,1,5,1,3,Low-risk tasks,Involves sensitive/personal information,Yes,Accuracy and reliability of results,Negative,Yes,Shared control,Do not collect unnecessary personal data
Middle Eastern,18–25,Prefer not to say,Student,Daily,Study & Learning Support,Ethical & Human Rights,4,4,2,3,3,Tasks requiring no emotion or creativity,Involves sensitive/personal information,No,Clear explanations,Not sure,Yes,Shared control,Do not hallucinate
Bangladesh,26–60,Prefer not to say,Working Professional,Weekly,Research & Information,Medical & Health Decisions,3,1,1,1,3,"Data-heavy tasks, Data-driven or analytical tasks",Involves sensitive/personal information,Yes,Accuracy and reliability of results,Not sure,No,AI handles small tasks only,Always explain decisions
India,18–25,Female,Working Professional,Daily,Study & Learning Support,Legal & Policy Decisions,4,4,3,3,2,Repetitive work,"Needs creativity or intuition, Requires deep context about a person's life",No,Human oversight or approval options,Negative,Yes,Human final approval required,Do not collect unnecessary personal data
Middle Eastern,26–60,Female,Other,Daily,Repetitive & Routine Tasks,Legal & Policy Decisions,3,3,5,2,4,Data-driven or analytical tasks,Creative judgment,No,Transparency (AI explains how it works),Mixed,Yes,AI handles small tasks only,Always explain decisions
Other,18–25,Prefer not to say,Working Professional,Weekly,Data & Analysis,Safety‑Critical Decisions,3,1,3,2,3,Tasks requiring no emotion or creativity,"Creative judgment, High-risk tasks",Yes,Legal or ethical guidelines,Cautious,Yes,Human supervision always,Never act without human approval on high-risk tasks
Middle Eastern,26–60,Female,Working Professional,Daily,Creative / Design (Low‑risk),Ethical & Human Rights,2,2,5,1,3,Data-heavy tasks,Needs cultural understanding,No,Accuracy and reliability of results,Cautious,No,Human supervision always,Be transparent
India,18–25,Male,Working Professional,Daily,Repetitive & Routine Tasks,Legal & Policy Decisions,3,2,3,5,3,Data-driven or analytical tasks,"Requires empathy or emotional understanding, Requires deep context about a person's life",Yes,Transparency (AI explains how it works),Ambivalent,Yes,AI handles small tasks only,Protect privacy
USA,Under 18,Female,Other,Daily,Repetitive & Routine Tasks,Ethical & Human Rights,4,2,3,5,2,Data-heavy tasks,Involves sensitive/personal information,No,Independent audits and certifications,Positive,Yes,Shared control,Do not hallucinate
Russia,Under 18,Male,Student,Daily,Study & Learning Support,Ethical & Human Rights,5,3,4,4,3,Simple calculations and checks,Requires empathy or emotional understanding,Yes,Clear explanations,Mixed,No,Both integration,Always explain decisions
USA,18–25,Male,Working Professional,Occasionally,Writing & Documentation,Emotional & Personal Matters,4,4,5,5,5,Simple calculations and checks,High-risk tasks,No,Human oversight or approval options,Positive,No,Human final approval required,Do not hallucinate
Russia,26–60,Male,Working Professional,Daily,Study & Learning Support,Hiring & Career Decisions,4,3,5,5,1,"Low-risk tasks, Data-heavy tasks",Requires deep context about a person's life,Yes,Clear explanations,Ambivalent,No,Human final approval required,Always explain decisions
Australia,18–25,Female,Student,Daily,Study & Learning Support,Safety‑Critical Decisions,3,2,3,1,5,"Data-heavy tasks, Low-risk tasks",Has high risk or safety consequences,No,Transparency (AI explains how it works),Mixed,Not sure,Assist only when asked,Protect privacy
USA,18–25,Prefer not to say,Student,Weekly,Study & Learning Support,Ethical & Human Rights,5,4,2,5,4,Low-risk tasks,"Creative judgment, Requires empathy or emotional understanding",No,Independent audits and certifications,Not sure,Not sure,Shared control,Do not hallucinate
United Kingdom,26–60,Male,Student,Daily,Repetitive & Routine Tasks,Other,4,2,5,2,5,Data-heavy tasks,"Creative judgment, Involves sensitive/personal information",No,Accuracy and reliability of results,Not sure,Yes,Assist only when asked,Be transparent
USA,18–25,Female,Student,Daily,Repetitive & Routine Tasks,Medical & Health Decisions,3,4,4,4,4,"Data-heavy tasks, Routine or repetitive work",Involves sensitive/personal information,No,Human oversight or approval options,Ambivalent,Yes,Human final approval required,Be transparent
Bangladesh,18–25,Prefer not to say,Working Professional,Weekly,Problem Solving & Coding (Basic),Medical & Health Decisions,4,1,3,5,3,"Data-driven or analytical tasks, Routine or repetitive work",Requires empathy or emotional understanding,No,Human oversight or approval options,Positive,No,Shared control,Protect privacy
Other,18–25,Male,Student,Daily,Study & Learning Support,Other,4,5,3,2,4,Clear rule-based tasks,Requires deep context about a person's life,No,Human oversight or approval options,Cautious,Yes,AI handles small tasks only,Protect privacy
Bangladesh,18–25,Prefer not to say,Working Professional,Daily,Repetitive & Routine Tasks,Creative & Value Judgment,4,4,3,5,2,Clear rule-based tasks,Involves sensitive personal data,Yes,Legal or ethical guidelines,Mixed,Yes,Both integration,Do not collect unnecessary personal data
USA,Under 18,Female,Working Professional,Occasionally,Repetitive & Routine Tasks,Other,3,2,2,1,1,Data-driven or analytical tasks,"Involves sensitive/personal information, High-risk tasks",No,Familiarity and training,Mixed,No,Human final approval required,Protect privacy
India,18–25,Male,Working Professional,Daily,Writing & Documentation,Safety‑Critical Decisions,4,5,1,2,4,Data-driven or analytical tasks,Involves sensitive personal data,No,Transparency (AI explains how it works),Negative,No,Both integration,Do not hallucinate
Bangladesh,18–25,Female,Working Professional,Daily,Writing & Documentation,Emotional & Personal Matters,4,5,5,1,4,Routine or repetitive work,"Needs creativity or intuition, Involves sensitive personal data",No,Accuracy and reliability of results,Ambivalent,No,Human final approval required,Never act without human approval on high-risk tasks
Other,26–60,Female,Other,Daily,Problem Solving & Coding (Basic),Medical & Health Decisions,5,1,4,3,4,"Repetitive work, Simple calculations and checks",Requires empathy or emotional understanding,Yes,Accuracy and reliability of results,Mixed,No,Human final approval required,Protect privacy
Russia,18–25,Prefer not to say,Student,Daily,Data & Analysis,Legal & Policy Decisions,5,4,3,2,5,"Tasks requiring no emotion or creativity, Time-consuming administrative work",Needs creativity or intuition,Yes,Accuracy and reliability of results,Ambivalent,No,Human final approval required,Be transparent
USA,26–60,Male,Working Professional,Daily,Creative / Design (Low‑risk),Emotional & Personal Matters,5,3,5,4,3,Simple calculations and checks,High-risk tasks,No,Familiarity and training,Positive,Yes,Human final approval required,Never act without human approval on high-risk tasks
Australia,26–60,Prefer not to say,Student,Daily,Repetitive & Routine Tasks,Creative & Value Judgment,3,3,3,3,4,Repetitive work,Needs cultural understanding,Yes,Clear explanations,Positive,Not sure,Both integration,Do not decide personal matters
United Kingdom,26–60,Prefer not to say,Working Professional,Daily,Repetitive & Routine Tasks,Legal & Policy Decisions,4,4,5,4,3,"Simple calculations and checks, Data-driven or analytical tasks",High-risk tasks,Yes,Clear explanations,Mixed,Not sure,Shared control,Do not hallucinate
Middle Eastern,26–60,Female,Working Professional,Daily,Study & Learning Support,Creative & Value Judgment,4,2,1,4,3,Tasks requiring no emotion or creativity,"Needs cultural understanding, Has high risk or safety consequences",Yes,Human oversight or approval options,Mixed,No,Human final approval required,Protect privacy
India,18–25,Female,Working Professional,Occasionally,Study & Learning Support,Emotional & Personal Matters,3,1,3,2,4,"Routine or repetitive work, Tasks requiring no emotion or creativity",Needs cultural understanding,No,Legal or ethical guidelines,Positive,Yes,Human final approval required,Do not hallucinate
United Kingdom,Under 18,Prefer not to say,Student,Weekly,Study & Learning Support,Legal & Policy Decisions,3,4,3,2,3,Data-driven or analytical tasks,Involves sensitive personal data,No,Legal or ethical guidelines,Ambivalent,Yes,AI handles small tasks only,Protect privacy
Bangladesh,18–25,Male,Working Professional,Occasionally,Repetitive & Routine Tasks,Emotional & Personal Matters,3,1,3,2,4,Repetitive work,Requires empathy or emotional understanding,Yes,Transparency (AI explains how it works),Ambivalent,Yes,Both integration,Protect privacy
USA,18–25,Prefer not to say,Working Professional,Weekly,Repetitive & Routine Tasks,Legal & Policy Decisions,3,4,4,3,4,Routine or repetitive work,"Involves sensitive personal data, Needs creativity or intuition",No,Independent audits and certifications,Curious but worried,Yes,AI handles small tasks only,Never act without human approval on high-risk tasks
Other,18–25,Prefer not to say,Student,Daily,Repetitive & Routine Tasks,Medical & Health Decisions,1,4,5,5,4,Routine or repetitive work,Needs creativity or intuition,No,Accuracy and reliability of results,Cautious,Yes,Shared control,Do not collect unnecessary personal data
Russia,18–25,Prefer not to say,Student,Daily,Research & Information,Other,5,1,5,4,2,Routine or repetitive work,"Requires deep context about a person's life, Needs cultural understanding",No,Legal or ethical guidelines,Mixed,No,Assist only when asked,Do not collect unnecessary personal data
India,18–25,Prefer not to say,Working Professional,Daily,Repetitive & Routine Tasks,Other,5,2,3,4,4,Data-heavy tasks,Has high risk or safety consequences,No,Transparency (AI explains how it works),Cautious,No,Shared control,Be transparent
United Kingdom,26–60,Prefer not to say,Working Professional,Weekly,Repetitive & Routine Tasks,Creative & Value Judgment,4,3,4,4,4,"Repetitive work, Low-risk tasks",High-risk tasks,No,Independent audits and certifications,Negative,Yes,Both integration,Do not decide personal matters
United Kingdom,26–60,Prefer not to say,Student,Daily,Study & Learning Support,Emotional & Personal Matters,3,3,5,3,5,"Repetitive work, Tasks requiring no emotion or creativity",Requires empathy or emotional understanding,Yes,Independent audits and certifications,Positive,Not sure,Human final approval required,Never act without human approval on high-risk tasks
Other,26–60,Female,Other,Daily,Repetitive & Routine Tasks,Emotional & Personal Matters,3,3,4,4,3,"Time-consuming administrative work, Data-heavy tasks",Creative judgment,No,Clear explanations,Positive,Yes,Human supervision always,Protect privacy
United Kingdom,18–25,Male,Other,Daily,Repetitive & Routine Tasks,Emotional & Personal Matters,4,4,4,2,3,Simple calculations and checks,"High-risk tasks, Involves sensitive personal data",Yes,Familiarity and training,Ambivalent,Yes,Human final approval required,Protect privacy
USA,18–25,Male,Student,Weekly,Data & Analysis,Emotional & Personal Matters,4,3,5,3,4,Data-heavy tasks,Involves sensitive personal data,Yes,Legal or ethical guidelines,Curious but worried,Not sure,Assist only when asked,Always explain decisions
United Kingdom,18–25,Male,Working Professional,Weekly,Repetitive & Routine Tasks,Medical & Health Decisions,4,5,1,5,5,Routine or repetitive work,High-risk tasks,No,Clear explanations,Ambivalent,Not sure,AI handles small tasks only,Do not collect unnecessary personal data
Middle Eastern,18–25,Male,Working Professional,Daily,Repetitive & Routine Tasks,Emotional & Personal Matters,3,4,5,4,2,Repetitive work,"Involves sensitive personal data, High-risk tasks",Yes,Clear explanations,Ambivalent,Not sure,Both integration,Do not hallucinate
Middle Eastern,18–25,Female,Other,Occasionally,Writing & Documentation,Emotional & Personal Matters,3,4,1,3,4,Data-heavy tasks,High-risk tasks,Yes,Independent audits and certifications,Ambivalent,Yes,AI handles small tasks only,Protect privacy
India,18–25,Male,Student,Daily,Repetitive & Routine Tasks,Other,3,2,5,1,3,Data-driven or analytical tasks,High-risk tasks,No,Familiarity and training,Negative,Yes,Human final approval required,Be transparent
Middle Eastern,Under 18,Female,Working Professional,Occasionally,Study & Learning Support,Other,4,3,2,5,4,Data-heavy tasks,Needs creativity or intuition,No,Legal or ethical guidelines,Not sure,Yes,Both integration,Do not decide personal matters
Russia,26–60,Prefer not to say,Student,Daily,Writing & Documentation,Medical & Health Decisions,3,4,3,1,1,Time-consuming administrative work,Needs creativity or intuition,No,Independent audits and certifications,Positive,Yes,Human final approval required,Do not collect unnecessary personal data
USA,Under 18,Female,Working Professional,Daily,Study & Learning Support,Hiring & Career Decisions,2,1,4,4,3,Tasks requiring no emotion or creativity,Requires empathy or emotional understanding,Yes,Familiarity and training,Positive,Not sure,Assist only when asked,Always explain decisions
Russia,26–60,Male,Working Professional,Weekly,Repetitive & Routine Tasks,Medical & Health Decisions,3,1,4,3,3,Tasks requiring no emotion or creativity,"High-risk tasks, Has high risk or safety consequences",No,Clear explanations,Not sure,Not sure,Assist only when asked,Do not decide personal matters
India,Under 18,Male,Working Professional,Daily,Repetitive & Routine Tasks,Ethical & Human Rights,4,5,3,5,5,Time-consuming administrative work,"Creative judgment, Has high risk or safety consequences",Yes,Independent audits and certifications,Not sure,Not sure,Both integration,Never act without human approval on high-risk tasks
Australia,Under 18,Male,Working Professional,Daily,Repetitive & Routine Tasks,Safety‑Critical Decisions,5,3,4,2,2,Data-heavy tasks,Creative judgment,Yes,Familiarity and training,Curious but worried,No,AI handles small tasks only,Protect privacy
Middle Eastern,26–60,Female,Working Professional,Weekly,Repetitive & Routine Tasks,Legal & Policy Decisions,3,3,3,5,3,Low-risk tasks,"Needs creativity or intuition, Involves sensitive/personal information",Yes,Transparency (AI explains how it works),Not sure,Not sure,Assist only when asked,Be transparent
